"No","업체명 [ENTPNAME] ","제품명 [ITEMNAME] ","품목기준코드 [ITEMSEQ] ","문항1(효능) [EFCYQESITM] ","문항2(사용법) [USEMETHODQESITM] ","문항3(주의사항 경고) [ATPNWARNQESITM] ","문항4(주의사항) [ATPNQESITM] ","문항5(상호작용) [INTRCQESITM] ","문항6(부작용) [SEQESITM] ","문항7(보관법) [DEPOSITMETHODQESITM] ","공개일자 [OPENDE] ","수정일자 [UPDATEDE] ","낱알이미지 [ITEMIMAGE] ","사업자등록번호 [BIZRNO] ","rownum"
"488","알파제약(주)","케스나졸크림(케토코나졸)","199602425","이 약은 백선(체부백선, 완선, 족부백선), 피부칸디다증, 어루러기, 지루피부염 등의 피부진균증에 사용합니다.","1일 1회 환부(질환부위)에 바르십시오. 감염의 심한 정도에 따라 1일 2회 바를 수 있으며, 증상이 소실된 후에도 수일간 계속 바르십시오.","","이 약에 과민증 환자는 이 약을 사용하지 마십시오.이 약을 사용하기 전에 프로필렌글리콜 과민증 환자, 임부, 수유부, 소아는 의사 또는 약사와 상의하십시오.산성 비누를 사용하지 마십시오.상처 또는 염증이 있는 두피 및 심한 미란(짓무름) 부위에는 사용하지 마십시오.의사의 지시가 없는 한 밀봉붕대법 또는 포장법을 사용하지 마십시오.이 약은 외용으로만 사용하십시오.이 약을 안과용으로 사용하지 말고, 실수로 눈에 들어갔을 경우에는 충분한 양의 물러 완전히 씻어내십시오.이 약을 실수로 복용한 경우에는 위세척 등 적절한 처치를 하십시오.","동종의 항진균제(미코나졸, 에코나졸, 이소코나졸 등)과 함께 사용 시 의사 또는 약사와 상의하십시오. 과민반응 및 교차반응이 나타날 수 있습니다.국소용 코르티코스테로이드제를 장기간 사용한 환자가 이 약을 사용할 시 의사 또는 약사와 상의하십시오.?산성 비누를 사용하지 마십시오.","때때로 적용부위 출혈, 적용부위 불쾌감, 적용부위 염증, 적용부위 감각이상, 과민성, 큰물집발진, 끈적끈적한 피부 등의 증상이 나타날 수 있습니다.","습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.","2023-08-17 00:00:00","2023-08-14","","1398108124","488"
"489","구주제약(주)","포맨액(L-아스파르트산-L-아르기닌수화물)","199602559","이 약은 정신적·신체적 기능무력 증상의 보조요법으로?사용합니다.","19세 이상의 성인은 L-아스파르트산-L-아르기닌으로서 1회 1.0 g씩 1일 2 ∼ 3회, 12 ∼ 18세는 1회 1.0 g씩 1일 1 ∼ 2회 식전에 복용합니다.","","이 약에 과민증 환자, 심한 신기능장애 또는 간기능장애, 심근경색 및 그 경험자는 이 약을 복용하지 마십시오.이 약을 복용하기 전에 카라멜에 과민증인 환자, 요저류, 임부 및 임신하고 있을 가능성이 있는 여성, 수유부, 15일 이상 계속 복용하는 사람은 의사 또는 약사와 상의하십시오.정해진 용법과 용량을 잘 지키십시오.","이 약을 복용하는 동안 항정신병약, 수면제를 복용하지 마십시오.","알레르기 반응이?나타나는 경우 복용을 즉각 중지하고 의사 또는 약사와 상의하십시오.","습기와 빛을 피해 실온에서 보관하십시오.","2021-01-29 00:00:00","2021-01-29","","1248136268","489"
"490","명문제약(주)","토라렌크림1%(디클로페낙디에틸암모늄)","199602681","이 약은 건, 인대, 근육 및 관절의 외상성 염증(삠, 타박상 등), 연조직 류마티스의 국소형(건초염, 어깨손증후군, 점액낭염, 관절주위염 등), 류마티스 질환의 국소형(말초관절 및 척추의 골관절증 등)의 진통ㆍ소염에 사용합니다.","통증 부위의 면적에 따라 2~4g을 1일 3~4회 환부에 바르고 잘 스며들도록 가볍게 문지릅니다.","","이 약에 과민증 환자 및 경험자, 아스피린 또는 기타의 비스테로이드성 소염진통제에 과민증 환자, 아스피린 또는 기타의 비스테로이드성 소염진통제에 대한 천식(비스테로이드성 소염진통제 등에 의한 천식 발작)?또는 경험자, 6세 이하의 유아는?이 약을 사용하지 마십시오.기관지 천식 환자, 임신 3기, 수유부, 소아는?의사 또는 약사와 상의하십시오.병변이 있는 피부(출혈성 피부질환, 습진, 감염된 병변, 화상, 상처), 눈 및 점막부위에는 사용하지 마십시오.밀봉붕대법으로 사용하지 마십시오.","","때때로 가려움, 발적, 쓰라림, 피부염(발진, 습진, 피진, 구진, 접촉피부염, 부종), 피부박탈 및 거칠어짐, 자극감 및 수포형성, 드물게 색소침착 등이 나타날 수 있습니다.","실온에서 보관하십시오.","2021-01-29 00:00:00","2021-01-29","","1248135615","490"
"491","(주)유영제약","알게마정(알마게이트)","199602733","이 약은 위·십이지장궤양, 위염, 위산과다, 속쓰림, 구역, 구토, 위통, 신트림의 제산작용 및 증상의 개선에 사용합니다.","성인 및 12세 이상의 소아는 1회 2정(1 g)을 1일 3회 식후 30분~1시간에 씹어서 복용합니다.필요시 취침 전에 1회 더 복용할 수 있습니다.","","이 약에 과민증 환자,?알츠하이머병, 치질, 체액저류(부기), 임신중독증, 설사, 진단되지 않은 소화기관출혈 환자, 갈락토오스 불내성, Lapp 유당분해효소 결핍증 또는 포도당-갈락토오스 흡수장애 등의 유전적인 문제가 있는 환자는?이 약을?복용하지 마십시오.이 약을 복용하기 전에?신장애,?신체 허약자, 인 함량이 낮은 식이요법 실시자, 소화흡수장애가 있는 사람,?고령자,?혈액구토 또는 흑색대변 등과 같은 소화기관출혈 증상이 있는 환자, 임부 또는 임신하고 있을 가능성이 있는 여성 및 수유부는?의사 또는 약사와 상담하십시오.정해진 용법과 용량을 잘 지키십시오.어린이에게 투여할 경우 보호자의 지도 감독하에 투여하십시오.2주정도 복용하여도 증상의 개선이 없을 경우 복용을 즉각 중지하고 의사 또는 약사와 상의하십시오.","이 약을 복용하는 동안 테트라사이클린계 항생제는 복용하지 마십시오.이 약을 복용하기 전에 비스테로이드소염(항염)진통제, 궤양치료제, 디기탈리스 제제, 클로르프로마진, 란소프라졸, 프레드니솔론, 페니실린, 퀴놀론, 철(Fe)염 제제, 살리실산염을 복용하는 환자는?의사 또는 약사와 상의하십시오.","변비, 설사?등이 나타나는 경우 복용을 즉각 중지하고 의사 또는 약사와 상의하십시오.","습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.","2021-01-29 00:00:00","2024-02-05","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1P3diGKSDNK","3018109728","491"
"492","조아제약(주)","조아이부프로펜400밀리그람정(수출용)","199602438","이 약은 류마티양 관절염, 연소성 류마티양 관절염, 골관절염(퇴행성 관절질환), 감기로 인한 발열 및 동통(통증), 요통, 월경곤란증, 수술 후 동통(통증), 강직성 척추염, 두통, 치통, 근육통, 신경통, 급성통풍, 건선성 관절염, 연조직손상(염좌, 좌상), 비관절 류마티스질환(건염, 건초염, 활액낭염)에 사용합니다.","류마티양 관절염, 골관절염, 강직성 척추염, 연조직손상, 비관절 류마티스질환, 급성통풍, 건선성 관절염은 1회 200-600 mg 1알 3-4회 복용하십시오. 1일 최대 3200 mg까지 복용할 수 있습니다.연소성 류마티양 관절염은 1일 체중 kg당 30-40 mg을 3-4회 분할하여 복용하십시오.경증 및 중등도의 동통(통증), 감기는 1회 200-400 mg 1일 3-4회 복용하십시오. 연령과 증상에 따라 적절히 증감하십시오.어린이는 1회 권장용량을 1일 3-4회 복용하십시오. 어린이의 연령대별 권장용량은 허가사항을 참고하십시오.","매일 세잔 이상 정기적 음주자가 이 약 또는 다른 해열진통제를 복용할 때는 의사 또는 약사와 상의하십시오. 위장출혈을 일으킬 수 있습니다.이 약을 포함한 비스테로이드성 소염진통제를 복용 시 치명적일 수 있는 중대한 심혈관계 혈전 반응, 심근경색증 및 뇌졸중, 위장관의 출혈, 궤양 및 천공(뚫림) 등 중대한 위장관계 이상반응이 나타날 수 있습니다.","이 약에 과민증, 위장관 궤양, 위장관 출혈환자 또는 경험자, 심한 혈액이상, 심한 간장애, 심한 신장장애, 심한 심장기능부전, 심한 고혈압, 기관지천식 또는 경험자, 아스피린이나 다른 비스테로이드성 소염진통제(COX-2 저해제 포함)에 대한 천식, 두드러기, 알레르기 반응과 같은 과민반응 또는 경험자, 관상동맥(심장동맥) 우회로술(CABG) 전후 통증 발생 환자, 임신 말기 3개월 기간에 해당하는 임부, 항암요법으로 고용량 메토트렉세이트를 투여중인 환자, 갈락토오스 불내성, Lapp 유당분해효소 결핍증 또는 포도당-갈락토오스 흡수장애 등의 유전적 문제가 있는 환자는 이 약을 복용하지 마십시오.이 약을 복용하기 전에 혈액이상 또는 경험자, 출혈경향이 있는 환자, 간경화, 간장애 또는 경험자, 신장장애 또는 경험자, 심장기능부전, 심질환, 고혈압, 과민증, 전신성 홍반성 루푸스(SLE), 혼합 결합조직질환(MCTD), 궤양성 대장염, 크론병 환자, 고령자(노인), 소아, 임부, 수유부는 의사 또는 약사와 상의하십시오.권장용량을 초과하여 복용하지 마십시오.과량복용 시 어떠한 명백한 증상이나 징후가 없더라도 신속한 의학적 처치를 받으십시오.","다른 비스테로이드성 소염진통제(NSAIDs)와 함께 복용하지 마십시오.심근경색이나 뇌졸중 예방목적으로 저용량 아스피린을 복용하는 사람은 의사 또는 약사와 상의하십시오.ACE 저해제, 리튬, 푸로세미드 및 치아짓계 이뇨제, 메토트렉세이트, 쿠마린계 항응혈제(와파린 등), 선택적 세로토닌 재흡수억제제(SSRI)와 함께 복용 시 의사 또는 약사와 상의하십시오.이 약을 복용하는 동안 수유하지 마십시오.","쇽, 아나필락시양 반응(과민성 유사), 흉내고민(가슴쓰림), 오한, 호흡곤란, 혈압저하, 헤마토크릿 감소, 헤모글로빈 감소, 재생불량성빈혈, 용혈성빈혈, 무과립구증, 과립구감소, 백혈구감소, 혈소판감소, 혈소판 기능 저하(출혈시간 연장), 호산구증가, 소화성궤양, 위장관궤양, 위장출혈, 천공(뚫림), 궤양성 대장염, 혈변, 위염, 췌장염, 토혈(혈액구토), 크론병, 식욕부진, 구역, 구토, 복통, 소화불량, 설사, 위부불쾌감, 상복부 통증, 구갈, 구내염, 복부팽만감, 구강궤양, 변비, 흑변, 피부점막안증후군(스티븐스-존슨 증후군), 중독성표피괴사증(리엘증후군), 광민감 반응(빈도불명), 빈도불명의 호산구 증가 및 전신 증후군을 동반한 약물 발진(DRESS 증후군), 혈관신경성 부종, 수포성피부염, 다형 홍반, 반구진 발진, 피부 붉어짐, 수포(물집), 발진, 간염, 황달, GOT, GPT, 알칼라인 포스파타제(ALP)의 상승 등과 같은 간기능이상, 간장애, 과민증, 아나필락시스 반응, 천식발작, 두드러기, 습진, 자반(자주색반점), 발진, 가려움증, 천식, 기관지수축, 호흡곤란, 쌕쌕거림, 암점(시야불능부위) 등 시각장애, 난청(귀먹음), 이명(귀울림), 미각이상, 현기증, 졸음, 어지러움, 우울, 두통, 뇌혈관 사고 또는 신경질, 무균성 수막염 또는 수막염(심한 두통, 구역, 구토, 불면, 목이 뻣뻣함, 발열 또는 의식장애 등), 혈압저하, 혈압상승, 심계항진(두근거림), 심부전, 심근경색증 또는 협심증, 급성신부전, 핍뇨(소변감소), 혈뇨, 요단백, BUN, 혈중크레아티닌의 상승, 고칼륨혈증, 간질성 콩팥염, 콩팥염증후군, 콩팥유두괴사, 요량 감소, 전신부종, 숨가쁨, 나른함, 안와주위부종(눈주변 부기), 안면부종(얼굴부기), 권태감, 발열, 비출혈(코피), 부종(부기), 말초부종, 대사산증, 의식소실, 경련 등이 나타날 경우 복용을 즉각 중지하고 의사 또는 약사와 상의하십시오.","어린이의 손이 닿지 않는 곳에 보관하십시오.","2023-08-17 00:00:00","2023-08-14","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151335249722200029","6088124071","492"
"493","지엘파마(주)","무스판정","199602668","이 약은 위장관계 질환의 발작성 동통 또는 담도계, 비뇨기계, 월경곤란증 등 여성 생식기계의 기능장애 및 경련성 동통에 사용합니다.","성인은 1회 1~2정 1일 3회 복용합니다.1일 최대용량은 6정을 초과하지 마십시오.","매일 세잔 이상 정기적 음주자가 이 약 또는 다른 해열진통제를 복용할 때는 의사 또는 약사와 상의하십시오. 간손상을 일으킬 수 있습니다.","이 약에 의한 과민증(발진, 붉은 반점, 가려움, 후두, 눈꺼풀, 입술 등의 부종)의 경험자, 다른 감기약 또는 해열진통제에 의한 천식 경험자, 심한 증상 신장애, 글루코스-6-인산탈수소효소 결핍증 환자, 녹내장, 전립선비대증에 의한 배뇨(소변을 눔)장애, 유문협착(유문 좁아짐) 등 위장관의 기능적 협착, 마비성 또는 폐쇄성 장폐색(창자막힘증) 환자, 심한 증상 근육무력증, 거대결장 환자, 빈맥?및 빠른 부정맥 환자, 심한 증상 간장애, 심한 증상 심질환, 출혈성대장염, 소화성궤양, 심한 혈액이상 환자, 바르비탈계 약물, 삼환계 항우울제, 알코올을 복용한 사람은?이 약을 복용하지 마십시오.이 약을 복용하기 전에 세균성설사 환자, 간장애 또는 그 경험자, 길버트증후군(모일렌그라하트증), 심장기능이상(관상동맥부전, 심부전, 부정맥 등), 신장애 또는 그 경험자, 소화성궤양의 경험자, 혈액이상 또는 그 경험자, 출혈경향이 있는 환자, 기관지천식, 궤양성 대장염, 갑상선기능항진증, 발열 환자, 전립선비대, 고령자, 임부 또는 임신 가능성이 있는 여성 및?수유부, 협각녹내장 위험성이 있는 환자, 장이나 요관 출구 막힘에 걸리기 쉬운 환자 및 빠른 부정맥이 발생하기 쉬운 환자 의사 또는 약사와 상의하십시오.눈의 조절장애가 나타날 수 있으므로?운전 및 기계조작 시 주의하십시오.","아세트아미노펜을 포함하는 다른 제품, 바르비탈계 약물, 삼환계 항우울약 및 알코올을 복용한 사람은 이 약을 복용하지 마십시오.와파린, 리튬, 티아지드계 이뇨제, 사환계 항우울약,?항히스타민제, 항정신병약, 퀴니딘, 아만타딘, 디소피라미드 및 기타 항콜린약물(티오트로피움, 이프라트로피움, 아트로핀 유사 화합물), 메토클로프라미드와 같은 항도파민약, β-효능약, 프로판텔린, 클로람페니콜, 프로베네시드, 지도부딘, 콜레스티라민과 함께 복용 시?의사 또는 약사와 상의하십시오.","혈소판감소증, 무과립구증, 청색증, 백혈구감소증, 과립구감소, 용혈성(적혈구 파괴성)빈혈, 메트헤모글로빈혈증, 혈소판기능저하(출혈시간 연장), 홍조, 피부 반응, 땀분비이상, 가려움증, 피부건조, 두드러기, 붉은 반점, 쇼크를 포함한 혈압저하, 아나필락시스성 쇼크, 약물 발진, 호흡곤란, 과민증, 혈관 부종, 발진,?부종(후두, 눈꺼풀, 입술 등), 가슴답답함, 손발이 차가움, 식은 땀, 숨가쁨, 화상모양물집, 알레르기 반응, 피부점막안증후군(스티븐스-존슨증후군), 독성표피괴사용해증(리엘 증후군), 두근거림, 빠른 맥, 현기증, 피로감, 기관지경련, 목마름증, 설사, 구역, 구토, 식욕부진, 변비, 복부팽만, 아미노기 전환효소 증가, 배뇨(소변을 눔)곤란, 소변이 고임, 동공확대, 모양근마비, 조절장애(고도원시환자), 불안, 흥분, 환각, 두통, 머리 무거움, 이상고열, 예기치 못한 복통이 지속되거나 더 악화될 때, 또는 이러한 증상들이 발열, 구역, 구토, 장운동의 변화, 복부압통(누르는 통증), 혈압 저하, 실신 및 혈변 등이 나타나는 경우 복용을 즉각 중지하고 의사 또는 약사와 상의하십시오.","실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.","2021-01-29 00:00:00","2021-01-29","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/152941971828400033","1238114470","493"
"494","(주)유영제약","세틸란캡슐200mg(아세틸시스테인)","199602745","이 약은 급ㆍ만성기관지염, 기관지천식, 후두염, 부비동염, 낭성섬유증의 질환에서?객담배출곤란에 사용합니다.","급성질환에 성인은 1회 1캡슐(200 mg)씩, 1일 3회, 6~14세는 1회 1캡슐(200 mg)씩, 1일 2회 식전에 소량의 물과 함께 복용합니다.만성질환에 성인은 1회 1캡슐(200 mg)씩, 1일 2회, 6~14세는 1회??1/2?캡슐(100 mg)씩, 1일 3회 식전에 소량의 물과 함께 복용합니다.낭성섬유증에 6세 이상은 1회 1캡슐(200 mg)씩, 1일 3회 식전에 소량의 물과 함께 복용합니다.","","이 약에 과민증 환자,?위?십이지장궤양,?2세 미만 영아, 갈락토오스 불내성, Lapp 유당분해효소 결핍증 또는 포도당-갈락토오스 흡수장애 등의 유전적인 문제가 있는 환자는 이 약을 복용하지 마십시오.이 약을 복용하기 전에?임부 또는 임신하고 있을 가능성이 있는 여성 및 수유부는 의사 또는 약사와 상담하십시오.","경구용 항생제(아목시실린, 세푸록심, 독시사이클린, 에리트로마이신, 티암페니콜)와?함께 복용 시 적어도 2시간?간격을 두고 복용하십시오.","드물게 구역, 구토, 구내염, 가슴쓰림, 설사, 두드러기, 가려움, 발진, 두통, 이명, 기관지경련(특히 천식 환자), 빈맥, 고혈압 등이 나타나는 경우?즉각 복용을 중지하고?의사 또는 약사와 상담하십시오.","실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.","2021-01-29 00:00:00","2021-01-29","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OlTcytjZrG","3018109728","494"
"495","한국코러스(주)","씨씨콤연질캡슐(수출명 : Biosliver Soft Cap.)(수출용)","199603130","이 약은 간기능 저하로 인한 소화불량의 보조치료에 사용합니다.","성인은 1일 1~2캡슐, 식전 또는 소화불량시 복용하며 1일 4캡슐을 초과하지 않습니다.","","중증의 간세포기능부전이나 담도폐색 환자는 이 약을 복용하지 마십시오.이 약을 복용하기 전에 시스틴뇨증 환자, 황색5호에 과민증 환자 또는 경험자는 의사 또는 약사와 상의하십시오.정해진 용법과 용량을 잘 지키십시오.","","설사와 복통 등의 증상이 나타나는 경우 복용을 즉각 중지하고 의사 또는 약사와 상의하십시오.","습기와 빛을 피해 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.","2021-01-29 00:00:00","2021-01-29","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427635762200045","2058140116","495"
"496","(주)그린제약","그린관장약(농글리세린)(수출명:FIT-APO)","199603311","이 약은 변비, 장내용물의 배설에 사용합니다.","성인은 1회 15 g(30 mL), 6~11세는 1회 10 g(20 mL), 1~5세는 1회 5 g(10 mL), 1세 미만은 1회 2.5 g(5 mL)을 항문내 주입합니다.연령, 증상에 따라 적절히 증감합니다.","","장관의 천공, 장관내 출혈, 심한 전신쇠약, 심한 복통 또는 구역, 구토 환자는 이 약을 사용하지 마십시오.급성 복증, 국소(장관, 항문)에 염증·창상, 중증의 심질환, 당뇨병, 중증의 경결변, 신생아 및 유아, 임부 또는 임신하고 있을 가능성이 있는 여성, 장관마비, 치출혈의 증상이 있는 환자, 고령자는 의사 또는?약사와 상의하십시오.정해진 용법과 용량을 잘 지키십시오.어린이에게 투여할 경우 보호자의 지도 감독하에 투여하십시오.약에 대한 의존성이 나타나므로 연용은 피하십시오.관장에만 사용하고 내복하지 않습니다.사용잔액은 재사용 하지 않고 버립니다.","","발진, 복통, 복명, 복부팽만감, 직장불쾌감, 항문부의 열감, 이화감, 혈압변동, 기립성 조절장애 등이 나타나는 경우 사용을 즉각 중지하고 의사 또는 약사와 상의하십시오.","습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.","2020-12-24 00:00:00","2021-01-29","","3018112878","496"
"497","대한뉴팜(주)","뮤시딘캡슐200밀리그램(아세틸시스테인)","199603333","이 약은 급ㆍ만성기관지염, 기관지천식, 후두염, 부비동염, 낭성섬유증의 질환에서?객담배출곤란에 사용합니다.","급성질환에 성인은 1회 1캡슐(200 mg)씩, 1일 3회, 6~14세는 1회 1캡슐(200 mg)씩, 1일 2회 식전에 소량의 물과 함께 복용합니다.만성질환에 성인은 1회 1캡슐(200 mg)씩, 1일 2회, 6~14세는 1회??1/2?캡슐(100 mg)씩, 1일 3회 식전에 소량의 물과 함께 복용합니다.낭성섬유증에 6세 이상은 1회 1캡슐(200 mg)씩, 1일 3회 식전에 소량의 물과 함께 복용합니다.","","이 약에 과민증 환자,?위?십이지장궤양,?2세 미만 영아, 갈락토오스 불내성, Lapp 유당분해효소 결핍증 또는 포도당-갈락토오스 흡수장애 등의 유전적인 문제가 있는 환자는 이 약을 복용하지 마십시오.이 약을 복용하기 전에?임부 또는 임신하고 있을 가능성이 있는 여성 및 수유부는 의사 또는 약사와 상담하십시오.","경구용 항생제(아목시실린, 세푸록심, 독시사이클린, 에리트로마이신, 티암페니콜)와?함께 복용 시 적어도 2시간?간격을 두고 복용하십시오.","드물게 구역, 구토, 구내염, 가슴쓰림, 설사, 두드러기, 가려움, 발진, 두통, 이명, 기관지경련(특히 천식 환자), 빈맥, 고혈압 등이 나타나는 경우?즉각 복용을 중지하고?의사 또는 약사와 상담하십시오.","실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.","2021-01-29 00:00:00","2021-01-29","https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OlTcytjZEX","2298110729","497"
"498","삼일제약(주)","나박점안액(엔-아세틸아스파틸글루타민산나트륨)","199604593","이 약은 알레르기성 결막염 및 안검결막염에?사용합니다.","1회 1방울, 1일 2~6회 점안합니다.증상이 완화된 이후에도 알레르기 유발 위험이 있는 기간동안에는 계속 사용합니다.증상에 따라 적절히 증감합니다.","","이 약을 사용하기 전에 임부 및 수유부, 4세 이하의 유아는 의사 또는 약사와 상의하십시오.이 약은 점안용으로만 사용하십시오.점안 시 용기의 입구가 직접 눈에 닿지 않도록 주의하십시오.오염을 방지하기 위해 가능한 공동으로 사용하지 마십시오.개봉 후 8주 이내에 사용하십시오.","","점안 시 때때로 일시적인 작열감 또는 자격감이 나타날 수 있습니다.","습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.","2021-10-01 00:00:00","2021-10-01","","1348500765","498"
"499","고려제약(주)","비아핀에멀젼(트롤아민)","199604632","이 약은 1도, 2도 화상 및 기타 비감염성 피부상처, 방사선 치료에 의한 2차적 홍반(붉은 반점)에 사용합니다.","1도 화상인 경우 1일 2~4회 약물이 더 이상 흡수되지 않을 때까지 두껍게 바른 후 부드럽게 마사지합니다.2도 화상 및 기타 비감염성 피부상처인 경우 상처부위와 그 주위에 약물을 두껍게 바르고 항상 상처부위에 약물이 과량 존재하도록 반복해서 바르며 드레싱이 필요한 경우에는 이 약을 두껍게 바른 후(약 0.5 cm 두께로) 축축한 무균패드로 덮고 드레싱 합니다.방사선 치료에 의한 2차적 홍반(붉은 반점)인 경우 일정한 간격을 두고 1일 2~3회 방사선을 조사할 부위와 주위에 약물을 두껍게 바르고 부드럽게 마사지합니다.","","이 약에 과민증 환자 또는 경험자,?약물이나 음식 알레르기에 의한 피부염,?출혈성 및 감염성 피부상처 부위, 감염 부위, 이식을 행하기 전의 피부이식 부위에는 이 약을 사용하지 마십시오.이 약을 사용하기 전에?프리필렌글리콜에 과민증 환자 또는 경험자는?의사 또는 약사와 상의하십시오.이 약은 살균제를 함유하지 않으므로 상처부위를 청결하게 유지하십시오.정해진 용법과 용량을 잘 지키십시오.안과용으로 사용하지 않고, 만일 눈에 들어간 경우 물로 씻어내십시오.이 약은 일광(햇볕)차단제를 함유하지 않으므로 일광(햇볕)화상 방지용으로 사용하지 마십시오.","","중등도의 일시적인 따끔따끔한 느낌, 드물게 접촉성알레르기가?나타날 수 있습니다.","실온에서 보관하십시오.","2020-12-24 00:00:00","2021-01-29","","1268104796","499"
"500","명문제약(주)","솔봄액","199605128","이 약은 간질환의 보조 치료에 사용합니다.","성인은 1일 10~30 mL를 식간에 분할 복용합니다.이 약 10 mL를 약 반 컵의 물에 희석하여 복용합니다.","","신질환, 심근경색 및 경험자는 이 약을 복용하지 마십시오.이 약은?알콜?중독시 해독제로 사용할 수 없습니다.1개월 정도 복용하여도 개선이 없을 경우 복용을 즉각 중지하고 의사 또는 약사와 상의하십시오.정해진 용법과 용량을 잘 지키십시오.이 약은 내복용으로만 사용하고 주사용으로 사용하지 마십시오.","","이상반응이 나타나는 경우 복용을 즉각 중지하고 의사 또는 약사와 상의하십시오.","습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.","2020-12-24 00:00:00","2021-01-29","","1248135615","500"
"501","한국휴텍스제약(주)","라니텐크림(테르비나핀염산염)","199700124","이 약은 피부사상균에 의한 피부진균감염증(족부백선, 고부백선(완선), 체부백선)과 피티로스포룸 올비큘라레균에 의한 어루러기 및 피부칸디다증에 사용합니다.","1일 1~2회 환부(질환 부위)에 바릅니다.질환에 따른 치료기간은 족부백선(발백선증, 무좀)인 경우 1일 1회 1주, 지간(발가락사이)형 족부백선(발백선증, 무좀)인 경우 1일 2회 1주, 족저형(발바닥) 족부백선(발백선증, 무좀)인 경우 1일 2회 2주, 체부백선, 고부백선(대퇴부백선)(완선(사타구니백선))인 경우 1~2주, 피부칸디다증인 경우 1~2주, 어루러기인 경우 2주간 사용합니다.","","이 약에 과민증 환자,?임부 또는 임신하고 있을 가능성이 있는 여성 및 수유부, 소아는 이 약을 사용하지 마십시오.의사의 지시가 없는 한 밀봉붕대법 또는 포장법을 사용하지 마십시오.칸디다증일 경우에는?산성 비누를 사용하지 마십시오.이 약은 외용으로만 적용하십시오.안과용으로 각막, 결막에 사용하지 않고, 실수로 눈에 들어갔을 경우 이 약이 눈을 자극할 수 있으며, 드물게 잠재성 진균(곰팡이) 감염이 악화될 수 있으므로 충분한 양의 물로 완전히 씻어 내십시오.손톱, 두피, 입주위 및 질부위에 사용하지 마십시오.치료기간 이후에도 증상이 개선되지 않으면 의사 또는 약사와 상의하십시오.","","발진을 동반한 과민반응, 과도한 자극, 피부의 두드러기, 발적, 발진, 홍반, 가려움, 자극감, 국소의 접촉피부염, 피부박리, 상처의 딱지, 색소침착이상, 자통, 작열감 등이 나타나는 경우 사용을 즉각 중지하고 의사 또는 약사와 상의하십시오.","실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.","2021-01-29 00:00:00","2021-01-29","","1128122382","501"
